route_id,stop_sequence,stop_id,latitude,longitude,distance_from_prev_km,road_type,planned_arrival,actual_arrival,time_window_open,time_window_close,planned_service_min,actual_service_min,planned_travel_min,actual_travel_min,delay_at_stop_min,missed_time_window,delay_probability,package_count,package_weight_kg
RT-0046,6,STP-86756,39.22731,238.2039547,31.68,highway,2025-04-20 9:28:51,2025-04-20 10:09:33,2025-04-20 9:09:51,2025-04-20 9:47:51,10.4,12.5,21.1,25.5,4.4,1,0.203,10,38.4
RT-0047,1,STP-58906,39.774435,237.7016937,38.41,rural,2025-04-14 20:43:53,2025-04-14 20:59:17,2025-04-14 20:32:53,2025-04-14 20:53:53,18.1,16.5,35.5,50.9,15.4,1,0.231,13,27.1
RT-0047,2,STP-21157,39.382815,238.1439817,57.73,rural,2025-04-14 21:55:17,2025-04-14 22:32:11,2025-04-14 21:32:17,2025-04-14 22:25:17,18.6,20,53.3,76.4,23.1,1,0.286,5,8.5
RT-0047,3,STP-38939,39.570131,237.8466487,32.94,rural,2025-04-14 22:44:17,2025-04-14 23:35:47,2025-04-14 22:16:17,2025-04-14 22:55:17,6.7,9,30.4,43.6,13.2,1,0.286,18,23.3
RT-0047,4,STP-82045,39.243887,238.0980147,42.22,rural,2025-04-14 23:29:59,2025-04-15 0:40:41,2025-04-14 23:01:59,2025-04-14 23:54:59,8.8,8.4,39,55.9,16.9,1,0.306,12,6.8
RT-0047,5,STP-95914,39.34072,237.8660857,22.68,rural,2025-04-14 23:59:41,2025-04-15 1:18:59,2025-04-14 23:34:41,2025-04-15 0:23:41,6,5.7,20.9,29.9,9,1,0.182,10,34.8
RT-0047,6,STP-29974,39.539331,237.9136997,22.46,rural,2025-04-15 0:26:23,2025-04-15 1:54:23,2025-04-15 0:16:23,2025-04-15 0:46:23,9.7,11.1,20.7,29.7,9,1,0.165,8,35.8
RT-0047,7,STP-93995,39.461674,238.1990697,25.96,rural,2025-04-15 1:00:05,2025-04-15 2:39:53,2025-04-15 0:35:05,2025-04-15 1:24:05,7,9.7,24,34.4,10.4,1,0.205,10,24.6
RT-0048,1,STP-87337,39.327656,237.7169977,48.79,highway,2025-06-10 18:02:54,2025-06-10 18:03:42,2025-06-10 17:35:54,2025-06-10 18:27:54,8.9,13.5,32.5,33.3,0.8,0,0.129,5,18.6
RT-0048,2,STP-39269,39.734863,238.0487637,53.48,highway,2025-06-10 18:47:30,2025-06-10 18:53:42,2025-06-10 18:21:30,2025-06-10 19:13:30,17.9,16.2,35.7,36.5,0.8,0,0.017,12,25.4
RT-0048,3,STP-96858,39.343328,238.2734037,47.61,highway,2025-06-10 19:37:06,2025-06-10 19:42:24,2025-06-10 19:11:06,2025-06-10 19:51:06,19.7,26.5,31.7,32.5,0.8,0,0.088,6,28.5
RT-0048,4,STP-84162,39.595648,238.2756447,28.06,highway,2025-06-10 20:15:30,2025-06-10 20:28:00,2025-06-10 19:54:30,2025-06-10 20:26:30,16,19,18.7,19.1,0.4,1,0.042,16,12
RT-0048,5,STP-44649,39.421661,237.7206887,51.39,highway,2025-06-10 21:05:48,2025-06-10 21:22:06,2025-06-10 20:44:48,2025-06-10 21:27:48,8.1,12.4,34.3,35.1,0.8,0,0.092,15,44.1
RT-0048,6,STP-15230,39.788354,237.8894467,43.26,highway,2025-06-10 21:42:42,2025-06-10 22:04:00,2025-06-10 21:24:42,2025-06-10 22:00:42,15.6,19,28.8,29.5,0.7,1,0.114,19,9.1
RT-0048,7,STP-95678,39.427111,238.0476107,42.39,highway,2025-06-10 22:26:36,2025-06-10 22:52:00,2025-06-10 22:08:36,2025-06-10 22:48:36,18.5,16,28.3,29,0.7,1,0.193,8,26.1
RT-0048,8,STP-56255,39.690342,237.9020227,31.82,highway,2025-06-10 23:06:18,2025-06-10 23:29:42,2025-06-10 22:56:18,2025-06-10 23:32:18,16.9,25.5,21.2,21.7,0.5,0,0.175,15,8.7
RT-0048,9,STP-20104,39.508725,237.8634897,20.46,highway,2025-06-10 23:36:48,2025-06-11 0:09:06,2025-06-10 23:07:48,2025-06-10 23:49:48,7.3,6.8,13.6,13.9,0.3,1,0.131,14,40.7
RT-0049,1,STP-43850,39.753468,238.0049877,33.26,urban,2025-04-26 0:07:00,2025-04-26 0:22:42,2025-04-25 23:37:00,2025-04-26 0:17:00,11.1,17.5,49.9,65.6,15.7,1,0.355,10,47.4
RT-0049,2,STP-38389,39.469522,238.2906687,39.95,urban,2025-04-26 1:18:00,2025-04-26 1:59:00,2025-04-26 0:55:00,2025-04-26 1:47:00,18,16.9,59.9,78.8,18.9,1,0.208,19,41.1
RT-0049,3,STP-33839,39.573927,238.0014867,27.39,urban,2025-04-26 2:17:06,2025-04-26 3:10:00,2025-04-26 1:53:06,2025-04-26 2:46:06,7.5,10.1,41.1,54.1,13,1,0.297,8,19.2
RT-0049,4,STP-27329,39.265142,237.8164127,37.84,urban,2025-04-26 3:21:24,2025-04-26 4:34:48,2025-04-26 2:58:24,2025-04-26 3:35:24,17.9,21.5,56.8,74.7,17.9,1,0.3,6,24.1
RT-0049,5,STP-90576,39.559888,238.2216557,47.81,urban,2025-04-26 4:51:00,2025-04-26 6:30:36,2025-04-26 4:39:00,2025-04-26 5:16:00,13,18.2,71.7,94.3,22.6,1,0.311,20,27.2
RT-0049,6,STP-10157,39.738181,238.1599257,20.52,urban,2025-04-26 5:34:48,2025-04-26 7:29:18,2025-04-26 5:13:48,2025-04-26 5:45:48,14.7,17.9,30.8,40.5,9.7,1,0.319,14,11.9
RT-0049,7,STP-73192,39.673733,237.9237457,21.44,urban,2025-04-26 6:21:42,2025-04-26 8:29:36,2025-04-26 5:53:42,2025-04-26 6:34:42,13.8,19.2,32.2,42.4,10.2,1,0.264,9,24.1
RT-0050,1,STP-23970,39.292867,238.0859497,45.1,highway,2025-06-20 12:31:43,2025-06-20 12:36:37,2025-06-20 12:08:43,2025-06-20 12:59:43,8.8,13.1,30.1,35,4.9,0,0.214,9,49.6
RT-0050,2,STP-62095,39.652983,237.9429407,41.88,highway,2025-06-20 13:08:25,2025-06-20 13:22:07,2025-06-20 12:47:25,2025-06-20 13:35:25,16.8,19.9,27.9,32.4,4.5,0,0.252,9,49.4
RT-0050,3,STP-85713,39.406614,238.1183007,31.25,highway,2025-06-20 13:46:01,2025-06-20 14:06:13,2025-06-20 13:33:01,2025-06-20 14:03:01,16,23.7,20.8,24.2,3.4,1,0.23,6,5.5
RT-0050,4,STP-76629,39.440337,237.8980667,19.29,highway,2025-06-20 14:14:55,2025-06-20 14:44:55,2025-06-20 14:03:55,2025-06-20 14:29:55,13.3,18.1,12.9,15,2.1,1,0.219,1,40.3
RT-0050,5,STP-29048,39.483001,238.0551507,14.3,highway,2025-06-20 14:37:43,2025-06-20 15:14:01,2025-06-20 14:16:43,2025-06-20 14:49:43,6.3,6.4,9.5,11,1.5,1,0.263,13,46.6
RT-0050,6,STP-62513,39.568379,238.0076067,10.33,highway,2025-06-20 14:50:55,2025-06-20 15:28:25,2025-06-20 14:35:55,2025-06-20 15:20:55,15.7,20.1,6.9,8,1.1,1,0.24,1,10.5
RT-0050,7,STP-96099,39.758455,238.0058957,21.14,highway,2025-06-20 15:20:43,2025-06-20 16:04:55,2025-06-20 14:54:43,2025-06-20 15:46:43,7.9,11.3,14.1,16.4,2.3,1,0.281,20,8.9
RT-0050,8,STP-14726,39.415844,238.0880147,38.74,highway,2025-06-20 15:54:25,2025-06-20 16:46:13,2025-06-20 15:36:25,2025-06-20 16:16:25,19.6,17,25.8,30,4.2,1,0.212,13,20.6
RT-0050,9,STP-36255,39.510646,238.1371587,11.35,highway,2025-06-20 16:21:37,2025-06-20 17:12:01,2025-06-20 16:02:37,2025-06-20 16:48:37,6,5.2,7.6,8.8,1.2,1,0.324,12,17.7
RT-0050,10,STP-46242,39.335777,238.2728377,22.67,highway,2025-06-20 16:42:43,2025-06-20 17:34:43,2025-06-20 16:32:43,2025-06-20 17:00:43,11.8,13.3,15.1,17.5,2.4,1,0.176,17,5.8
RT-0051,1,STP-86916,39.717214,237.9841857,26.92,urban,2025-04-10 22:45:45,2025-04-11 0:13:15,2025-04-10 22:28:45,2025-04-10 23:02:45,8.9,9.8,40.4,127.9,87.5,1,0.688,14,47.8
RT-0051,2,STP-77699,39.521391,238.1154947,24.51,urban,2025-04-10 23:31:27,2025-04-11 2:19:33,2025-04-10 23:09:27,2025-04-10 23:51:27,9,9.3,36.8,116.5,79.7,1,0.543,6,24.1
RT-0051,3,STP-56338,39.33114,238.0392317,22.15,urban,2025-04-11 0:13:39,2025-04-11 4:13:57,2025-04-10 23:57:39,2025-04-11 0:38:39,7.7,10.8,33.2,105.1,71.9,1,0.675,8,36.9
RT-0051,4,STP-44787,39.324067,237.8166637,19.16,urban,2025-04-11 0:50:03,2025-04-11 5:55:33,2025-04-11 0:36:03,2025-04-11 1:03:03,8.7,11.3,28.7,90.8,62.1,1,0.552,3,34
RT-0051,5,STP-96956,39.495599,237.6989777,21.59,urban,2025-04-11 1:31:09,2025-04-11 7:49:27,2025-04-11 1:06:09,2025-04-11 1:52:09,17.9,28,32.4,102.6,70.2,1,0.652,16,45
RT-0051,6,STP-85303,39.721261,237.9894867,35.34,urban,2025-04-11 2:42:03,2025-04-11 11:05:15,2025-04-11 2:24:03,2025-04-11 3:04:03,19.8,30.3,53,167.8,114.8,1,0.572,19,6.8
RT-0052,1,STP-52655,39.416961,238.2121087,17.64,rural,2025-04-08 19:58:33,2025-04-08 20:21:09,2025-04-08 19:40:33,2025-04-08 20:23:33,7.8,7.9,16.3,38.9,22.6,0,0.648,11,18.6
RT-0052,2,STP-75374,39.454366,237.9464597,23.19,rural,2025-04-08 20:27:45,2025-04-08 21:20:09,2025-04-08 20:05:45,2025-04-08 20:45:45,16.3,17.8,21.4,51.1,29.7,1,0.546,19,7
RT-0052,3,STP-85483,39.611607,238.1835177,26.81,rural,2025-04-08 21:08:45,2025-04-08 22:36:57,2025-04-08 20:41:45,2025-04-08 21:31:45,15.8,22.8,24.7,59,34.3,1,0.627,7,7.7
RT-0052,4,STP-29601,39.483792,237.7008487,43.76,rural,2025-04-08 22:04:57,2025-04-09 0:36:15,2025-04-08 21:34:57,2025-04-08 22:30:57,11.3,10.3,40.4,96.5,56.1,1,0.563,11,39.4
RT-0052,5,STP-49326,39.350584,238.2101047,46.19,rural,2025-04-08 22:58:51,2025-04-09 2:28:15,2025-04-08 22:43:51,2025-04-08 23:09:51,5.7,5,42.6,101.7,59.1,1,0.499,9,24.1
RT-0052,6,STP-92557,39.257781,238.1417597,11.88,rural,2025-04-08 23:15:33,2025-04-09 2:59:33,2025-04-08 22:48:33,2025-04-08 23:33:33,8.9,9.7,11,26.3,15.3,1,0.525,14,6.5
RT-0052,7,STP-99074,39.77787,237.8143787,64.29,rural,2025-04-09 0:23:45,2025-04-09 5:30:51,2025-04-09 0:08:45,2025-04-09 0:42:45,13.6,17.9,59.3,141.6,82.3,1,0.527,17,24.6
RT-0053,1,STP-89349,39.586787,237.8577527,22.59,highway,2025-05-03 22:14:37,2025-05-03 22:49:37,2025-05-03 21:53:37,2025-05-03 22:42:37,11.7,17.4,15.1,50.1,35,1,0.489,15,21
RT-0053,2,STP-34102,39.712527,237.7700277,15.87,highway,2025-05-03 22:36:55,2025-05-03 23:42:13,2025-05-03 22:24:55,2025-05-03 22:52:55,8.5,8.5,10.6,35.2,24.6,1,0.418,4,5.2
RT-0053,3,STP-72021,39.52906,237.7108227,21.02,highway,2025-05-03 22:59:25,2025-05-04 0:37:13,2025-05-03 22:47:25,2025-05-03 23:12:25,11,15.5,14,46.5,32.5,1,0.437,5,4.7
RT-0053,4,STP-61097,39.385622,237.8434417,19.6,highway,2025-05-03 23:23:31,2025-05-04 1:36:13,2025-05-03 23:09:31,2025-05-03 23:49:31,9.3,12.1,13.1,43.5,30.4,1,0.552,1,2.2
RT-0054,1,STP-80735,39.336277,237.7487357,14.38,mountain,2025-04-16 5:37:29,2025-04-16 6:20:29,2025-04-16 5:23:29,2025-04-16 5:56:29,9.6,10.8,19.2,62.2,43,1,0.602,17,40.9
RT-0054,2,STP-27865,39.406331,237.9765227,21.07,mountain,2025-04-16 6:15:11,2025-04-16 8:02:17,2025-04-16 5:50:11,2025-04-16 6:34:11,5.1,7.8,28.1,91,62.9,1,0.602,14,40
RT-0054,3,STP-88250,39.338729,237.6993347,24.98,mountain,2025-04-16 6:53:35,2025-04-16 9:57:53,2025-04-16 6:26:35,2025-04-16 7:16:35,10.6,12,33.3,107.8,74.5,1,0.679,6,35.9
RT-0054,4,STP-94671,39.433834,237.9220187,21.87,mountain,2025-04-16 7:33:23,2025-04-16 11:44:23,2025-04-16 7:16:23,2025-04-16 7:59:23,8.9,10.1,29.2,94.5,65.3,1,0.753,20,40.5
RT-0054,5,STP-99737,39.363119,238.0840777,15.99,mountain,2025-04-16 8:03:35,2025-04-16 13:03:29,2025-04-16 7:47:35,2025-04-16 8:15:35,13,13.2,21.3,69,47.7,1,0.636,10,6
RT-0054,6,STP-69682,39.570638,237.8582837,30.14,mountain,2025-04-16 8:56:47,2025-04-16 15:26:53,2025-04-16 8:46:47,2025-04-16 9:10:47,14.3,13.6,40.2,130.2,90,1,0.61,18,1.6
RT-0055,1,STP-14159,39.398149,238.2011317,8.04,rural,2025-03-27 9:17:34,2025-03-27 9:28:04,2025-03-27 8:55:34,2025-03-27 9:29:34,19.3,16.3,7.4,17.9,10.5,0,0.502,6,10
RT-0055,2,STP-42778,39.69035,238.1919547,32.5,rural,2025-03-27 10:06:52,2025-03-27 10:57:04,2025-03-27 9:49:52,2025-03-27 10:28:52,6.8,9.6,30,72.7,42.7,1,0.547,15,12.7
RT-0055,3,STP-14392,39.319508,238.1361977,41.51,rural,2025-03-27 10:51:58,2025-03-27 12:39:34,2025-03-27 10:35:58,2025-03-27 11:16:58,6.4,8.5,38.3,92.9,54.6,1,0.471,10,46.8
RT-0055,4,STP-30789,39.577499,237.7203157,45.81,rural,2025-03-27 11:40:40,2025-03-27 14:30:40,2025-03-27 11:22:40,2025-03-27 12:05:40,19.1,23.2,42.3,102.6,60.3,1,0.521,7,18.3
RT-0055,5,STP-16827,39.718195,237.8256767,18.06,rural,2025-03-27 12:16:28,2025-03-27 15:34:22,2025-03-27 11:56:28,2025-03-27 12:26:28,6.7,8.8,16.7,40.5,23.8,1,0.426,9,29.4
RT-0055,6,STP-61879,39.673486,237.7003617,11.82,rural,2025-03-27 12:34:04,2025-03-27 16:09:34,2025-03-27 12:09:04,2025-03-27 13:03:04,5.6,8,10.9,26.4,15.5,1,0.424,3,12.8
RT-0056,1,STP-56945,39.634639,237.8454217,42.04,rural,2025-03-11 7:28:44,2025-03-11 7:56:20,2025-03-11 7:01:44,2025-03-11 7:47:44,5.6,7.6,38.8,66.4,27.6,1,0.338,16,9.9
RT-0056,2,STP-34461,39.526172,237.8892127,12.63,rural,2025-03-11 7:46:02,2025-03-11 8:23:56,2025-03-11 7:17:02,2025-03-11 8:13:02,12,17.9,11.7,20,8.3,1,0.261,17,8.2
RT-0056,3,STP-48754,39.691651,238.0199677,21.54,rural,2025-03-11 8:17:56,2025-03-11 9:15:56,2025-03-11 7:51:56,2025-03-11 8:39:56,11.8,16.8,19.9,34.1,14.2,1,0.376,1,31.2
RT-0056,4,STP-57720,39.66561,237.8382757,15.82,rural,2025-03-11 8:44:20,2025-03-11 9:57:44,2025-03-11 8:17:20,2025-03-11 9:06:20,15.8,21,14.6,25,10.4,1,0.267,16,38.4
RT-0056,5,STP-30202,39.567824,237.8885637,11.7,rural,2025-03-11 9:10:56,2025-03-11 10:37:14,2025-03-11 8:44:56,2025-03-11 9:22:56,14.6,13,10.8,18.5,7.7,1,0.238,5,9.3
RT-0056,6,STP-14099,39.321247,237.9862257,28.67,rural,2025-03-11 9:52:02,2025-03-11 11:35:32,2025-03-11 9:30:02,2025-03-11 10:17:02,6.5,8.2,26.5,45.3,18.8,1,0.335,19,13.2
RT-0056,7,STP-58018,39.332434,238.1257107,12.06,rural,2025-03-11 10:09:38,2025-03-11 12:02:44,2025-03-11 9:39:38,2025-03-11 10:34:38,5.2,8,11.1,19,7.9,1,0.415,3,23.7
RT-0056,8,STP-93744,39.23642,238.0298157,13.49,rural,2025-03-11 10:27:20,2025-03-11 12:32:08,2025-03-11 10:06:20,2025-03-11 10:38:20,19.1,21.6,12.5,21.4,8.9,1,0.394,9,26.7
RT-0056,9,STP-19225,39.700674,237.7417647,57.24,rural,2025-03-11 11:39:14,2025-03-11 14:24:08,2025-03-11 11:26:14,2025-03-11 11:56:14,8.2,10,52.8,90.4,37.6,1,0.336,7,10.1
RT-0057,1,STP-79979,39.79906,237.9608107,34.74,urban,2025-01-21 18:36:00,2025-01-21 18:50:30,2025-01-21 18:16:00,2025-01-21 18:57:00,10.3,10.8,52.1,66.6,14.5,0,0.241,14,41.4
RT-0057,2,STP-52395,39.565048,238.0328907,26.74,urban,2025-01-21 19:26:24,2025-01-21 19:52:30,2025-01-21 19:08:24,2025-01-21 19:47:24,8.2,11.6,40.1,51.2,11.1,1,0.351,15,48
RT-0057,3,STP-10025,39.635788,238.2847777,22.97,urban,2025-01-21 20:09:06,2025-01-21 20:48:12,2025-01-21 19:50:06,2025-01-21 20:19:06,13.9,16.9,34.5,44.1,9.6,1,0.219,8,11.1
RT-0057,4,STP-51275,39.213021,238.1881677,47.74,urban,2025-01-21 21:34:36,2025-01-21 22:36:36,2025-01-21 21:07:36,2025-01-21 22:00:36,15.3,15.6,71.6,91.5,19.9,1,0.27,19,8.2
RT-0057,5,STP-14946,39.476222,237.7886677,45.13,urban,2025-01-21 22:57:36,2025-01-22 0:18:42,2025-01-21 22:40:36,2025-01-21 23:14:36,9,13.6,67.7,86.5,18.8,1,0.21,10,5
RT-0057,6,STP-62402,39.541439,237.8254657,7.91,urban,2025-01-21 23:18:30,2025-01-22 0:47:30,2025-01-21 22:53:30,2025-01-21 23:33:30,6.2,6.6,11.9,15.2,3.3,1,0.257,19,41.1
RT-0057,7,STP-22499,39.557139,237.8752397,4.61,urban,2025-01-21 23:31:36,2025-01-22 1:02:54,2025-01-21 23:19:36,2025-01-21 23:42:36,16,20.2,6.9,8.8,1.9,1,0.343,11,17.7
RT-0057,8,STP-66925,39.449913,238.2157027,31.55,urban,2025-01-22 0:34:54,2025-01-22 2:23:30,2025-01-22 0:04:54,2025-01-22 1:03:54,18,17.7,47.3,60.4,13.1,1,0.345,13,3.2
RT-0058,1,STP-72371,39.542864,237.7245907,31.89,urban,2025-05-16 18:38:03,2025-05-16 18:51:15,2025-05-16 18:12:03,2025-05-16 19:01:03,11,9.5,47.8,61,13.2,0,0.279,5,38.2
RT-0058,2,STP-73035,39.535578,237.9877207,22.58,urban,2025-05-16 19:22:57,2025-05-16 19:44:03,2025-05-16 18:53:57,2025-05-16 19:48:57,14.8,14.2,33.9,43.3,9.4,0,0.174,3,13.7
RT-0058,3,STP-66369,39.394047,238.2494867,27.43,urban,2025-05-16 20:18:51,2025-05-16 20:50:45,2025-05-16 19:55:51,2025-05-16 20:39:51,6.3,8.4,41.1,52.5,11.4,1,0.194,11,17.6
RT-0058,4,STP-95905,39.214524,237.8778947,37.69,urban,2025-05-16 21:21:39,2025-05-16 22:11:15,2025-05-16 20:57:39,2025-05-16 21:50:39,19.8,25.6,56.5,72.1,15.6,1,0.154,2,46.2
RT-0058,5,STP-40603,39.319811,237.9192957,12.24,urban,2025-05-16 21:59:51,2025-05-16 23:00:21,2025-05-16 21:46:51,2025-05-16 22:10:51,16.4,24.3,18.4,23.5,5.1,1,0.173,20,46.4
RT-0058,6,STP-47707,39.20824,238.1112807,20.67,urban,2025-05-16 22:47:15,2025-05-17 0:04:15,2025-05-16 22:37:15,2025-05-16 23:07:15,6.7,7.8,31,39.6,8.6,1,0.166,18,11
RT-0059,1,STP-16957,39.478976,238.2621097,27.41,rural,2025-05-02 6:00:28,2025-05-02 6:03:10,2025-05-02 5:39:28,2025-05-02 6:13:28,6,8,25.3,28,2.7,0,0.097,13,11.9
RT-0059,2,STP-59899,39.505124,238.1208167,12.47,rural,2025-05-02 6:17:58,2025-05-02 6:23:52,2025-05-02 5:48:58,2025-05-02 6:44:58,18.6,22.1,11.5,12.7,1.2,0,0.111,7,25.3
RT-0059,3,STP-70029,39.536413,238.1224857,3.48,rural,2025-05-02 6:39:46,2025-05-02 6:49:28,2025-05-02 6:20:46,2025-05-02 6:59:46,5.6,8.6,3.2,3.5,0.3,0,0.191,6,1.4
RT-0059,4,STP-99694,39.411148,238.0701427,14.64,rural,2025-05-02 6:58:52,2025-05-02 7:12:58,2025-05-02 6:32:52,2025-05-02 7:16:52,8.5,13.5,13.5,14.9,1.4,0,0.255,9,44
RT-0059,5,STP-13862,39.766482,238.2644737,42.88,rural,2025-05-02 7:46:58,2025-05-02 8:10:16,2025-05-02 7:24:58,2025-05-02 8:00:58,8.4,9,39.6,43.8,4.2,1,0.111,13,26.3
RT-0059,6,STP-98866,39.567469,238.0703187,27.67,rural,2025-05-02 8:20:52,2025-05-02 8:47:28,2025-05-02 8:06:52,2025-05-02 8:43:52,8.4,8.3,25.5,28.2,2.7,1,0.287,20,16.8
RT-0059,7,STP-81071,39.279063,238.0864877,32.1,rural,2025-05-02 8:58:52,2025-05-02 9:28:28,2025-05-02 8:42:52,2025-05-02 9:12:52,13.7,18.5,29.6,32.7,3.1,1,0.155,17,45.5
RT-0059,8,STP-66369,39.797411,238.2804697,59.99,rural,2025-05-02 10:07:58,2025-05-02 10:48:10,2025-05-02 9:52:58,2025-05-02 10:27:58,7.2,11.1,55.4,61.2,5.8,1,0.107,18,47.5
RT-0059,9,STP-25517,39.310481,238.1987177,54.6,rural,2025-05-02 11:05:34,2025-05-02 11:54:58,2025-05-02 10:45:34,2025-05-02 11:28:34,7.2,5.9,50.4,55.7,5.3,1,0.285,10,22.4
RT-0059,10,STP-93472,39.75995,237.8592817,57.84,rural,2025-05-02 12:06:10,2025-05-02 12:59:52,2025-05-02 11:51:10,2025-05-02 12:16:10,16.7,14.8,53.4,59,5.6,1,0.245,20,31
RT-0060,1,STP-39658,39.219338,238.1537267,42.76,rural,2025-05-14 18:04:17,2025-05-14 18:49:53,2025-05-14 17:41:17,2025-05-14 18:21:17,5.2,5.3,39.5,85.1,45.6,1,0.478,7,38
RT-0060,2,STP-18668,39.306247,238.2678227,13.78,rural,2025-05-14 18:22:11,2025-05-14 19:22:35,2025-05-14 18:02:11,2025-05-14 18:46:11,11.6,15,12.7,27.4,14.7,1,0.508,14,20.5
RT-0060,3,STP-15482,39.564758,238.1896007,29.52,rural,2025-05-14 19:00:59,2025-05-14 20:36:11,2025-05-14 18:32:59,2025-05-14 19:29:59,15.8,17.6,27.2,58.6,31.4,1,0.437,2,26.3
RT-0060,4,STP-69193,39.47414,238.2216637,10.44,rural,2025-05-14 19:26:23,2025-05-14 21:14:29,2025-05-14 18:59:23,2025-05-14 19:48:23,18.2,18.1,9.6,20.7,11.1,1,0.527,2,28.1
RT-0060,5,STP-77649,39.659096,238.2725587,21.02,rural,2025-05-14 20:03:59,2025-05-14 22:14:23,2025-05-14 19:44:59,2025-05-14 20:22:59,7.8,9,19.4,41.8,22.4,1,0.422,14,15.1
RT-0060,6,STP-17149,39.613972,238.2372087,5.86,rural,2025-05-14 20:17:11,2025-05-14 22:34:59,2025-05-14 20:05:11,2025-05-14 20:43:11,12,15.8,5.4,11.6,6.2,1,0.353,19,46.9
RT-0060,7,STP-81618,39.281184,237.9431397,44.8,rural,2025-05-14 21:10:35,2025-05-15 0:19:59,2025-05-14 20:42:35,2025-05-14 21:26:35,11.8,11.1,41.4,89.2,47.8,1,0.507,3,12.9
RT-0060,8,STP-95010,39.744297,238.1728957,55.14,rural,2025-05-14 22:13:17,2025-05-15 2:20:47,2025-05-14 22:00:17,2025-05-14 22:37:17,15.8,14.2,50.9,109.7,58.8,1,0.457,3,26.4
RT-0061,1,STP-50569,39.638097,238.2715837,27.84,urban,2025-03-16 4:27:14,2025-03-16 4:39:26,2025-03-16 4:13:14,2025-03-16 4:43:14,9.3,8.8,41.8,54,12.2,0,0.145,9,1.1
RT-0061,2,STP-75225,39.713247,238.0211047,23.01,urban,2025-03-16 5:11:02,2025-03-16 5:32:50,2025-03-16 4:54:02,2025-03-16 5:27:02,5.1,7.7,34.5,44.6,10.1,1,0.262,16,23
RT-0061,3,STP-67917,39.247643,238.0550647,51.85,urban,2025-03-16 6:33:56,2025-03-16 7:21:02,2025-03-16 6:04:56,2025-03-16 7:03:56,8.7,10.8,77.8,100.5,22.7,1,0.256,7,2.9
RT-0061,4,STP-29432,39.233038,237.9044157,13.08,urban,2025-03-16 7:02:14,2025-03-16 7:57:08,2025-03-16 6:34:14,2025-03-16 7:31:14,7.2,5.9,19.6,25.3,5.7,1,0.204,3,2.9
RT-0061,5,STP-64651,39.796241,237.7918047,63.37,urban,2025-03-16 8:44:32,2025-03-16 10:05:50,2025-03-16 8:15:32,2025-03-16 9:12:32,9.3,12.4,95.1,122.8,27.7,1,0.302,6,48.3
RT-0061,6,STP-85886,39.416113,237.7165077,42.76,urban,2025-03-16 9:57:56,2025-03-16 11:41:02,2025-03-16 9:35:56,2025-03-16 10:09:56,16.5,17.5,64.1,82.8,18.7,1,0.296,18,3.7
RT-0061,7,STP-71710,39.280727,238.1117757,37.17,urban,2025-03-16 11:10:14,2025-03-16 13:10:38,2025-03-16 10:44:14,2025-03-16 11:26:14,9.1,11.1,55.8,72.1,16.3,1,0.284,20,3.4
RT-0061,8,STP-84890,39.637837,238.0723907,39.85,urban,2025-03-16 12:19:08,2025-03-16 14:38:56,2025-03-16 11:50:08,2025-03-16 12:38:08,19.8,23.5,59.8,77.2,17.4,1,0.23,11,13.4
RT-0061,9,STP-85385,39.797015,237.9073157,22.64,urban,2025-03-16 13:12:56,2025-03-16 15:46:20,2025-03-16 12:46:56,2025-03-16 13:42:56,6.9,8.6,34,43.9,9.9,1,0.244,6,44.2
RT-0061,10,STP-40503,39.625152,238.2825587,37.36,urban,2025-03-16 14:15:50,2025-03-16 17:07:14,2025-03-16 13:45:50,2025-03-16 14:28:50,5,4.1,56,72.3,16.3,1,0.292,7,40.1
RT-0062,1,STP-53684,39.404817,238.1296417,42.35,rural,2025-04-20 2:22:37,2025-04-20 2:29:07,2025-04-20 2:07:37,2025-04-20 2:38:37,14.2,11.7,39.1,45.6,6.5,0,0.159,11,46.2
RT-0062,2,STP-72797,39.749698,238.1733567,38.53,rural,2025-04-20 3:12:25,2025-04-20 3:22:19,2025-04-20 2:42:25,2025-04-20 3:36:25,14.7,17.4,35.6,41.5,5.9,0,0.271,18,44.8
RT-0062,3,STP-70616,39.670393,237.9433757,21.56,rural,2025-04-20 3:47:01,2025-04-20 4:02:55,2025-04-20 3:28:01,2025-04-20 4:15:01,16.1,23.6,19.9,23.2,3.3,0,0.238,11,28
RT-0062,4,STP-12453,39.324957,238.1062997,40.88,rural,2025-04-20 4:40:49,2025-04-20 5:10:31,2025-04-20 4:19:49,2025-04-20 4:52:49,17,25.7,37.7,44,6.3,1,0.287,9,42.1
RT-0062,5,STP-54453,39.790171,238.0709107,51.82,rural,2025-04-20 5:45:37,2025-04-20 6:32:01,2025-04-20 5:23:37,2025-04-20 6:00:37,17.6,22.1,47.8,55.8,8,1,0.212,10,35.4
RT-0062,6,STP-51222,39.625904,237.8579017,25.8,rural,2025-04-20 6:27:01,2025-04-20 7:21:55,2025-04-20 6:06:01,2025-04-20 6:51:01,6.3,9.5,23.8,27.8,4,1,0.259,10,11.2
RT-0062,7,STP-49625,39.305008,237.9195327,36.07,rural,2025-04-20 7:06:37,2025-04-20 8:10:13,2025-04-20 6:54:37,2025-04-20 7:30:37,5.6,5.4,33.3,38.8,5.5,1,0.194,16,45.3
